-0.53044E+00   0.00000E+00  -0.21675E-01
-0.53039E+00   0.00000E+00  -0.22700E-01
-0.53028E+00   0.00000E+00  -0.23762E-01
-0.53011E+00   0.00000E+00  -0.24857E-01
-0.52984E+00   0.00000E+00  -0.25980E-01
-0.52946E+00   0.00000E+00  -0.27119E-01
-0.52897E+00   0.00000E+00  -0.28266E-01
-0.52837E+00   0.00000E+00  -0.29420E-01
-0.52767E+00   0.00000E+00  -0.30570E-01
-0.52685E+00   0.00000E+00  -0.31710E-01
-0.52592E+00   0.00000E+00  -0.32835E-01
-0.52488E+00   0.00000E+00  -0.33940E-01
-0.52372E+00   0.00000E+00  -0.35022E-01
-0.52246E+00   0.00000E+00  -0.36071E-01
-0.52108E+00   0.00000E+00  -0.37079E-01
-0.51959E+00   0.00000E+00  -0.38051E-01
-0.51800E+00   0.00000E+00  -0.38982E-01
-0.51629E+00   0.00000E+00  -0.39860E-01
-0.51446E+00   0.00000E+00  -0.40682E-01
-0.51253E+00   0.00000E+00  -0.41451E-01
-0.51049E+00   0.00000E+00  -0.42154E-01
-0.50833E+00   0.00000E+00  -0.42792E-01
-0.50606E+00   0.00000E+00  -0.43363E-01
-0.50368E+00   0.00000E+00  -0.43877E-01
-0.50120E+00   0.00000E+00  -0.44337E-01
-0.49860E+00   0.00000E+00  -0.44764E-01
-0.49589E+00   0.00000E+00  -0.45170E-01
-0.49307E+00   0.00000E+00  -0.45547E-01
-0.49013E+00   0.00000E+00  -0.45890E-01
-0.48707E+00   0.00000E+00  -0.46208E-01
-0.48389E+00   0.00000E+00  -0.46509E-01
-0.48057E+00   0.00000E+00  -0.46764E-01
-0.47711E+00   0.00000E+00  -0.46923E-01
-0.47351E+00   0.00000E+00  -0.46957E-01
-0.46976E+00   0.00000E+00  -0.46957E-01
-0.46587E+00   0.00000E+00  -0.46957E-01
-0.46182E+00   0.00000E+00  -0.46957E-01
-0.45761E+00   0.00000E+00  -0.46957E-01
-0.45322E+00   0.00000E+00  -0.46957E-01
-0.44867E+00   0.00000E+00  -0.46957E-01
-0.44393E+00   0.00000E+00  -0.46957E-01
-0.43900E+00   0.00000E+00  -0.46957E-01
-0.43388E+00   0.00000E+00  -0.46957E-01
-0.42855E+00   0.00000E+00  -0.46957E-01
-0.42300E+00   0.00000E+00  -0.46957E-01
-0.41724E+00   0.00000E+00  -0.46957E-01
-0.41124E+00   0.00000E+00  -0.46957E-01
-0.40501E+00   0.00000E+00  -0.46957E-01
-0.39852E+00   0.00000E+00  -0.46957E-01
-0.39178E+00   0.00000E+00  -0.46957E-01
-0.38476E+00   0.00000E+00  -0.46957E-01
-0.37747E+00   0.00000E+00  -0.46957E-01
-0.36988E+00   0.00000E+00  -0.46957E-01
-0.36199E+00   0.00000E+00  -0.46957E-01
-0.35379E+00   0.00000E+00  -0.46957E-01
-0.34525E+00   0.00000E+00  -0.46957E-01
-0.33638E+00   0.00000E+00  -0.46957E-01
-0.32715E+00   0.00000E+00  -0.46957E-01
-0.31755E+00   0.00000E+00  -0.46957E-01
-0.30757E+00   0.00000E+00  -0.46957E-01
-0.29718E+00   0.00000E+00  -0.46957E-01
-0.28639E+00   0.00000E+00  -0.46957E-01
-0.27516E+00   0.00000E+00  -0.46957E-01
-0.26348E+00   0.00000E+00  -0.46957E-01
-0.25133E+00   0.00000E+00  -0.46957E-01
-0.23870E+00   0.00000E+00  -0.46957E-01
-0.22556E+00   0.00000E+00  -0.46957E-01
-0.21190E+00   0.00000E+00  -0.46957E-01
-0.19769E+00   0.00000E+00  -0.46957E-01
-0.18291E+00   0.00000E+00  -0.46957E-01
-0.16754E+00   0.00000E+00  -0.46957E-01
-0.15156E+00   0.00000E+00  -0.46957E-01
-0.13494E+00   0.00000E+00  -0.46957E-01
-0.11765E+00   0.00000E+00  -0.46957E-01
-0.99671E-01   0.00000E+00  -0.46957E-01
-0.80973E-01   0.00000E+00  -0.46957E-01
-0.61526E-01   0.00000E+00  -0.46957E-01
-0.41302E-01   0.00000E+00  -0.46957E-01
-0.20269E-01   0.00000E+00  -0.46957E-01
 0.16050E-02   0.00000E+00  -0.46957E-01
-0.53043E+00   0.00000E+00  -0.21001E-01
-0.53033E+00   0.33064E-03  -0.21969E-01
-0.53021E+00   0.65450E-03  -0.22980E-01
-0.53004E+00   0.94636E-03  -0.24037E-01
-0.52979E+00   0.11724E-02  -0.25141E-01
-0.52942E+00   0.13006E-02  -0.26276E-01
-0.52894E+00   0.13778E-02  -0.27429E-01
-0.52837E+00   0.14434E-02  -0.28592E-01
-0.52769E+00   0.14892E-02  -0.29761E-01
-0.52691E+00   0.15257E-02  -0.30932E-01
-0.52602E+00   0.15431E-02  -0.32092E-01
